	19	19	500	1
 1 X [1e3]
 2 Y [1e3]
 3 Z [1e3]
 4 BX [1e-3]
 5 BY [1e-3]
 6 BZ [1e-3]
 0
0.000	0.000	0.000	0.00000000	0.00000000	0.00000000
0.000	0.000	0.010	0.00000000	0.00000000	0.00000000
0.000	0.000	0.020	0.00000000	0.00000000	0.00000000
0.000	0.000	0.030	0.00000000	0.00000000	0.00000000
0.000	0.000	0.040	0.00000000	0.00000000	0.00000000
0.000	0.000	0.050	0.00000000	0.00000000	0.00000000
0.000	0.000	0.060	0.00000000	0.00000000	0.00000000
0.000	0.000	0.070	0.00000000	0.00000000	0.00585602
0.000	0.000	0.080	0.00000000	0.00000000	0.00612375
0.000	0.000	0.090	0.00000000	0.00000000	0.00635810
0.000	0.000	0.100	0.00000000	0.00000000	0.00656675
0.000	0.000	0.110	0.00000000	0.00000000	0.00675607
0.000	0.000	0.120	0.00000000	0.00000000	0.00693118
0.000	0.000	0.130	0.00000000	0.00000000	0.00709620
0.000	0.000	0.140	0.00000000	0.00000000	0.00725433
0.000	0.000	0.150	0.00000000	0.00000000	0.00740804
0.000	0.000	0.160	0.00000000	0.00000000	0.00755919
0.000	0.000	0.170	0.00000000	0.00000000	0.00770918
0.000	0.000	0.180	0.00000000	0.00000000	0.00785900
0.000	0.000	0.190	0.00000000	0.00000000	0.00800939
0.000	0.000	0.200	0.00000000	0.00000000	0.00816087
0.000	0.000	0.210	0.00000000	0.00000000	0.00831381
0.000	0.000	0.220	0.00000000	0.00000000	0.00846846
0.000	0.000	0.230	0.00000000	0.00000000	0.00862502
0.000	0.000	0.240	0.00000000	0.00000000	0.00878360
0.000	0.000	0.250	0.00000000	0.00000000	0.00894427
0.000	0.000	0.260	0.00000000	0.00000000	0.00910706
0.000	0.000	0.270	0.00000000	0.00000000	0.00927195
0.000	0.000	0.280	0.00000000	0.00000000	0.00943885
0.000	0.000	0.290	0.00000000	0.00000000	0.00960765
0.000	0.000	0.300	0.00000000	0.00000000	0.00977816
0.000	0.000	0.310	0.00000000	0.00000000	0.00995017
0.000	0.000	0.320	0.00000000	0.00000000	0.01012338
0.000	0.000	0.330	0.00000000	0.00000000	0.01029748
0.000	0.000	0.340	0.00000000	0.00000000	0.01047206
0.000	0.000	0.350	0.00000000	0.00000000	0.01064670
0.000	0.000	0.360	0.00000000	0.00000000	0.01082092
0.000	0.000	0.370	0.00000000	0.00000000	0.01099418
0.000	0.000	0.380	0.00000000	0.00000000	0.01116589
0.000	0.000	0.390	0.00000000	0.00000000	0.01133538
0.000	0.000	0.400	0.00000000	0.00000000	0.01150194
0.000	0.000	0.410	0.00000000	0.00000000	0.01166476
0.000	0.000	0.420	0.00000000	0.00000000	0.01182294
0.000	0.000	0.430	0.00000000	0.00000000	0.01197550
0.000	0.000	0.440	0.00000000	0.00000000	0.01212133
0.000	0.000	0.450	0.00000000	0.00000000	0.01225920
0.000	0.000	0.460	0.00000000	0.00000000	0.01238776
0.000	0.000	0.470	0.00000000	0.00000000	0.01250553
0.000	0.000	0.480	0.00000000	0.00000000	0.01261087
0.000	0.000	0.490	0.00000000	0.00000000	0.01270201
0.000	0.000	0.500	0.00000000	0.00000000	0.01277704
0.000	0.000	0.510	0.00000000	0.00000000	0.01283389
0.000	0.000	0.520	0.00000000	0.00000000	0.01287039
0.000	0.000	0.530	0.00000000	0.00000000	0.01288421
0.000	0.000	0.540	0.00000000	0.00000000	0.01287294
0.000	0.000	0.550	0.00000000	0.00000000	0.01283406
0.000	0.000	0.560	0.00000000	0.00000000	0.01276499
0.000	0.000	0.570	0.00000000	0.00000000	0.01266309
0.000	0.000	0.580	0.00000000	0.00000000	0.01252574
0.000	0.000	0.590	0.00000000	0.00000000	0.01235033
0.000	0.000	0.600	0.00000000	0.00000000	0.01213435
0.000	0.000	0.610	0.00000000	0.00000000	0.01187540
0.000	0.000	0.620	0.00000000	0.00000000	0.01157128
0.000	0.000	0.630	0.00000000	0.00000000	0.01122006
0.000	0.000	0.640	0.00000000	0.00000000	0.01082013
0.000	0.000	0.650	0.00000000	0.00000000	0.01037027
0.000	0.000	0.660	0.00000000	0.00000000	0.00986973
0.000	0.000	0.670	0.00000000	0.00000000	0.00931830
0.000	0.000	0.680	0.00000000	0.00000000	0.00871639
0.000	0.000	0.690	0.00000000	0.00000000	0.00806502
0.000	0.000	0.700	0.00000000	0.00000000	0.00736595
0.000	0.000	0.710	0.00000000	0.00000000	0.00662162
0.000	0.000	0.720	0.00000000	0.00000000	0.00583522
0.000	0.000	0.730	0.00000000	0.00000000	0.00501065
0.000	0.000	0.740	0.00000000	0.00000000	0.00415247
0.000	0.000	0.750	0.00000000	0.00000000	0.00326589
0.000	0.000	0.760	0.00000000	0.00000000	0.00235664
0.000	0.000	0.770	0.00000000	0.00000000	0.00143091
0.000	0.000	0.780	0.00000000	0.00000000	0.00049519
0.000	0.000	0.790	0.00000000	0.00000000	-0.00044378
0.000	0.000	0.800	0.00000000	0.00000000	-0.00137924
0.000	0.000	0.810	0.00000000	0.00000000	-0.00230449
0.000	0.000	0.820	0.00000000	0.00000000	-0.00321305
0.000	0.000	0.830	0.00000000	0.00000000	-0.00409879
0.000	0.000	0.840	0.00000000	0.00000000	-0.00495607
0.000	0.000	0.850	0.00000000	0.00000000	-0.00577982
0.000	0.000	0.860	0.00000000	0.00000000	-0.00656568
0.000	0.000	0.870	0.00000000	0.00000000	-0.00730998
0.000	0.000	0.880	0.00000000	0.00000000	-0.00800989
0.000	0.000	0.890	0.00000000	0.00000000	-0.00866334
0.000	0.000	0.900	0.00000000	0.00000000	-0.00926908
0.000	0.000	0.910	0.00000000	0.00000000	-0.00982662
0.000	0.000	0.920	0.00000000	0.00000000	-0.01033619
0.000	0.000	0.930	0.00000000	0.00000000	-0.01079867
0.000	0.000	0.940	0.00000000	0.00000000	-0.01121552
0.000	0.000	0.950	0.00000000	0.00000000	-0.01158867
0.000	0.000	0.960	0.00000000	0.00000000	-0.01192048
0.000	0.000	0.970	0.00000000	0.00000000	-0.01221356
0.000	0.000	0.980	0.00000000	0.00000000	-0.01247076
0.000	0.000	0.990	0.00000000	0.00000000	-0.01269504
